AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1402.0,2.0,38.0,44.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,43.0,27.0,0.0,2.0,5.0,1.0,448.0,376.0,0.0,245.0,159.0
30-34,1207.0,0.0,26.0,26.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,39.0,18.0,0.0,5.0,4.0,0.0,416.0,319.0,0.0,232.0,116.0
35-39,1238.0,1.0,19.0,28.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,4.0,5.0,0.0,434.0,353.0,1.0,224.0,131.0
40-44,1136.0,0.0,22.0,14.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,22.0,10.0,0.0,2.0,3.0,0.0,392.0,365.0,0.0,185.0,112.0
45-49,1231.0,0.0,14.0,16.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,12.0,18.0,0.0,6.0,3.0,0.0,475.0,428.0,0.0,152.0,97.0
50-54,1329.0,0.0,16.0,17.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,3.0,1.0,502.0,423.0,0.0,212.0,130.0
55-59,1352.0,0.0,16.0,19.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,2.0,2.0,0.0,486.0,481.0,0.0,177.0,143.0
60-64,1301.0,0.0,17.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,3.0,0.0,518.0,423.0,0.0,173.0,137.0
65-OVER,3460.0,0.0,27.0,31.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,9.0,9.0,0.0,1510.0,1194.0,0.0,395.0,249.0
TOTAL,13656.0,3.0,195.0,211.0,0.0,45.0,33.0,0.0,0.0,1.0,0.0,171.0,112.0,0.0,33.0,37.0,2.0,5181.0,4362.0,1.0,1995.0,1274.0
