,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,50.0,29.14,42.86,,0.0,52.36,25.0,43.23
1,0.0,35.59,44.44,,100.0,56.72,45.45,47.38
2,0.0,46.47,0.0,,,64.14,62.5,56.06
3,,49.31,40.0,,0.0,62.29,30.77,56.96
4,100.0,57.14,33.33,,0.0,68.44,50.0,64.48
5,0.0,61.0,0.0,,,69.58,61.54,65.76
6,75.0,67.16,0.0,,,74.53,53.85,71.28
7,0.0,69.44,33.33,50.0,50.0,74.94,27.27,71.54
8,,67.43,100.0,,100.0,75.25,55.56,72.77
9,37.5,56.25,30.95,50.0,55.56,69.03,46.55,63.93
