,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,39.42,45.99,,43.23
1,42.21,51.67,,47.38
2,54.27,57.56,,56.06
3,52.13,61.04,,56.96
4,62.82,66.11,,64.48
5,59.06,71.53,,65.76
6,68.55,73.79,,71.28
7,67.61,75.81,0.0,71.54
8,76.39,70.07,,72.77
9,62.15,65.45,0.0,63.93
