PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
GRESHAMVILLE,0.0,57.97,0.0,0.0,62.5,76.98,63.27,71.96
WOODVILLE,0.0,60.23,33.33,0.0,100.0,74.04,42.86,65.91
UNION POINT,57.14,55.74,50.0,0.0,50.0,69.55,46.03,61.27
SILOAM,100.0,61.17,0.0,0.0,100.0,72.68,51.35,65.12
WHITE PLAINS,0.0,58.62,0.0,0.0,0.0,74.69,63.64,65.17
WALKER,66.67,62.8,58.33,0.0,0.0,81.69,75.0,79.18
OLD SALEM,82.61,65.49,70.0,0.0,62.5,81.39,81.52,80.84
88888,0.0,200.0,0.0,0.0,0.0,0.0,0.0,100.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,68.42,59.32,45.31,0.0,56.0,79.05,72.01,73.98
