,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,100.0,28.99,150.0,,0.0,47.64,17.95,38.83
1,0.0,35.94,33.33,,,58.62,43.75,50.0
2,,55.32,0.0,,,64.25,31.25,59.75
3,0.0,49.53,75.0,,0.0,70.39,42.11,61.65
4,,54.44,33.33,,,74.89,50.0,67.65
5,,65.81,0.0,,0.0,66.4,55.56,65.38
6,100.0,63.7,,,,67.73,61.54,66.25
7,0.0,57.89,0.0,,,71.92,43.75,66.58
8,33.33,52.41,50.0,,50.0,71.84,67.86,67.83
9,40.0,50.93,52.63,,16.67,67.21,43.78,61.3
