AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,43.23,22.22,0.0,66.67,53.53,36.36,49.32
25-29,28.57,39.88,40.0,0.0,33.33,47.92,56.0,45.71
30-34,66.67,46.22,66.67,0.0,0.0,64.23,60.0,60.04
35-39,100.0,60.98,50.0,0.0,75.0,70.77,77.78,68.55
40-44,100.0,55.32,100.0,0.0,100.0,75.51,57.69,71.18
45-49,66.67,64.12,100.0,0.0,0.0,78.39,60.0,74.53
50-54,50.0,73.02,80.0,100.0,100.0,82.67,78.57,80.68
55-59,100.0,58.45,50.0,100.0,50.0,84.87,83.33,79.34
60-64,50.0,71.03,100.0,0.0,100.0,87.17,81.82,83.79
65-OVER,50.0,65.14,50.0,0.0,100.0,81.3,57.14,78.78
TOTAL,55.26,56.97,52.94,100.0,72.73,74.63,59.02,70.47
