,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,0.0,0.0,11.11,0.0,25.0,47.41,51.35,46.51
1,100.0,0.0,66.67,,40.0,55.32,57.45,55.27
2,0.0,60.0,75.0,,0.0,64.17,51.61,63.38
3,0.0,100.0,50.0,,66.67,67.79,67.5,67.52
4,66.67,50.0,50.0,100.0,0.0,71.63,66.0,70.9
5,100.0,,70.0,,50.0,71.76,72.46,71.84
6,80.0,0.0,81.82,,83.33,76.87,71.26,76.59
7,71.43,0.0,80.0,100.0,60.0,81.37,81.11,81.22
8,69.23,75.0,69.57,66.67,100.0,78.1,80.38,78.17
9,65.22,42.86,61.36,57.14,59.57,73.33,72.63,73.11
