,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,18.29,26.34,50.0,22.91
1,24.31,31.53,0.0,28.57
2,30.09,38.71,85.71,35.17
3,42.23,47.06,,45.04
4,50.11,55.49,33.33,53.05
5,59.55,62.12,66.67,60.98
6,65.84,67.88,100.0,66.96
7,71.01,72.17,,71.64
8,75.85,69.71,,72.45
9,47.04,49.77,60.0,48.59
