,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,42.7,48.21,,45.71
1,56.63,63.14,,60.04
2,65.02,71.24,50.0,68.55
3,69.6,72.41,,71.18
4,71.59,77.04,,74.53
5,78.88,82.13,,80.68
6,79.39,79.28,,79.34
7,82.59,84.98,,83.79
8,83.07,75.41,,78.78
9,72.51,73.24,50.0,72.9
