PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
02,0.0,47.33,72.73,0.0,22.22,43.48,26.53,45.96
03,100.0,59.29,62.5,0.0,50.0,73.59,50.0,71.4
04,0.0,43.56,53.85,0.0,66.67,71.07,50.94,67.73
05,40.38,50.56,32.14,50.0,28.12,55.79,44.19,52.14
06,50.0,48.21,23.53,0.0,10.0,44.33,26.67,45.9
07,54.55,64.86,66.67,0.0,50.0,75.98,52.46,73.45
08,40.0,66.53,60.0,100.0,40.0,72.13,56.76,70.36
09,44.44,62.07,51.61,0.0,53.33,64.33,48.0,63.02
10,58.82,67.11,47.37,0.0,37.5,70.85,49.35,68.45
11,50.0,61.75,38.89,0.0,35.71,70.0,45.54,66.44
12,50.0,65.36,42.86,0.0,40.0,66.99,45.59,65.58
13,25.0,52.89,52.17,50.0,35.0,65.51,49.18,63.42
14,50.0,48.36,53.97,0.0,58.82,58.87,40.91,55.78
15,0.0,33.33,84.62,0.0,0.0,72.58,48.28,70.95
16,65.38,58.93,43.9,100.0,52.0,55.41,38.46,56.16
17,60.0,57.2,24.0,0.0,50.0,57.81,38.32,56.1
18,0.0,55.45,42.86,0.0,38.46,53.99,33.33,54.1
19,46.15,64.82,37.78,50.0,58.82,70.26,42.98,67.25
20,45.45,62.73,41.67,100.0,9.09,67.52,36.56,65.05
21,78.95,75.08,60.87,71.43,47.62,75.46,70.91,74.73
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,50.69,55.48,47.54,52.38,41.29,66.56,46.28,61.92
