AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,33.33,44.89,34.08,100,39.47,20,0,0,50,0,43.33,33.33,0,33.33,39.47,57.14,50.81,43.69,0,48.18,27.53,44.5
30-34,20,58.42,50.91,0,53.85,55.17,0,0,50,0,57.76,44.71,0,60.42,43.9,33.33,60.45,56.9,0,58.46,40.66,56.77
35-39,0,58.16,51.2,0,65.71,46.88,0,0,0,100,62.71,57.65,0,51.92,46.67,66.67,65.83,62.68,60,62.83,46.03,61.75
40-44,37.5,60.61,52.1,0,46.34,52.78,0,50,100,100,51.24,45.65,100,59.72,60.87,50,69.38,66.99,100,62.98,53.42,64.83
45-49,0,65.01,59.52,0,53.33,60.71,0,0,100,0,69.06,63.64,0,53.12,60,100,73.71,71.73,100,69.85,58.14,70.28
50-54,100,68.83,60.64,0,77.14,61.9,0,100,40,0,69.61,68.29,0,63.79,52.63,77.78,75.74,75.5,0,73.43,62.31,73.38
55-59,50,67.82,63.11,0,56,66.67,0,100,100,100,70.89,61.84,0,53.66,39.13,50,76.9,75.88,50,74.26,63.44,74.03
60-64,0,64.29,60.98,0,77.27,72.73,0,0,0,0,69.64,66.04,0,53.33,30.43,80,78.37,78.58,0,75.34,67.24,75.92
65-OVER,33.33,63.09,66.82,0,61.54,50,0,100,0,0,47.37,56.18,0,51.06,45.45,85.71,76.73,80.82,75,71.25,68.76,76.23
TOTAL,34.29,60.51,54.9,100.0,57.73,50.9,0,77.78,50.0,50.0,59.41,54.72,100.0,54.8,47.88,71.11,71.06,70.17,56.25,65.99,54.39,67.51
