PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
REDSTONE,59.60,66.46,0.00,63.12
RANDOLPH,72.98,74.33,100.0,73.70
NEWTOWN,68.13,70.72,100.0,69.48
HARRISBURG,67.99,70.75,33.33,69.41
CUNNINGHAM,64.61,70.24,100.0,67.52
MILLER,67.28,68.28,0.00,67.80
WILSON,63.61,69.52,0.00,66.71
HOSCHTON,72.79,73.22,0.00,72.96
TALMO,66.12,67.85,100.0,67.03
CENTER,62.83,64.71,0.00,63.80
ATTICA,73.04,76.02,33.33,74.48
PORTER,69.45,71.81,83.33,70.71
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
N JEFFERSON,71.54,73.71,75.00,72.69
N MINISH,61.94,64.26,0.00,63.22
S JEFFERSON,63.96,68.46,50.00,66.33
S MINISH,64.09,66.42,66.67,65.36
TOTAL,67.91,70.49,64.52,69.26
