RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,22.78,43.1,0.0,31.39
OTHER,25.0,25.0,0.0,25.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,29.79,52.22,0.0,40.76
ASIA-PI,30.0,30.77,0.0,30.3
WHITE,48.35,57.08,60.0,52.83
BLACK,22.26,32.55,66.67,28.59
TOTAL,37.46,46.71,62.5,42.44
