RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,33.47,43.84,0.0,38.46
OTHER,10.0,23.81,0.0,19.35
NATIVE-AM,0.0,100.0,0.0,100.0
HISP-LT,23.08,46.67,0.0,35.71
ASIA-PI,0.0,16.67,0.0,10.0
WHITE,33.31,37.33,0.0,35.5
BLACK,15.38,26.47,0.0,21.67
TOTAL,32.46,37.57,0.0,35.22
