AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,4092.0,1.0,134.0,148.0,0.0,26.0,24.0,0.0,1.0,2.0,0.0,40.0,31.0,0.0,5.0,2.0,1.0,1109.0,1004.0,0.0,926.0,638.0
30-34,3491.0,0.0,107.0,126.0,1.0,12.0,10.0,0.0,1.0,0.0,0.0,37.0,30.0,0.0,13.0,7.0,0.0,983.0,901.0,2.0,771.0,490.0
35-39,3466.0,1.0,74.0,97.0,0.0,16.0,14.0,0.0,2.0,1.0,0.0,28.0,19.0,0.0,13.0,8.0,1.0,1014.0,915.0,0.0,785.0,478.0
40-44,3326.0,2.0,66.0,82.0,0.0,15.0,7.0,0.0,1.0,0.0,0.0,25.0,15.0,0.0,14.0,10.0,0.0,1026.0,854.0,0.0,703.0,506.0
45-49,3515.0,0.0,60.0,86.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,29.0,27.0,0.0,13.0,9.0,1.0,1041.0,1009.0,0.0,727.0,491.0
50-54,3745.0,0.0,76.0,83.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,18.0,12.0,0.0,16.0,9.0,0.0,1175.0,1088.0,0.0,714.0,535.0
55-59,3839.0,1.0,85.0,74.0,0.0,17.0,6.0,0.0,1.0,1.0,0.0,16.0,12.0,0.0,11.0,6.0,1.0,1262.0,1181.0,2.0,665.0,498.0
60-64,3449.0,2.0,49.0,78.0,0.0,7.0,5.0,0.0,3.0,1.0,0.0,18.0,8.0,0.0,8.0,4.0,1.0,1203.0,1057.0,0.0,583.0,422.0
65-OVER,9877.0,3.0,151.0,142.0,0.0,11.0,17.0,1.0,0.0,4.0,0.0,21.0,17.0,0.0,26.0,18.0,3.0,4170.0,3398.0,0.0,1160.0,735.0
TOTAL,38800.0,10.0,802.0,916.0,1.0,125.0,101.0,1.0,10.0,10.0,0.0,232.0,171.0,0.0,119.0,73.0,8.0,12983.0,11407.0,4.0,7034.0,4793.0
