PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,100.0,0.00,25.00
ARABI,64.39,66.91,0.00,65.77
CONEY,77.73,72.91,0.00,75.26
CORDE,50.30,57.89,16.67,54.69
JAMES,72.14,76.01,0.00,74.10
LISTO,71.88,69.77,0.00,70.72
TOTAL,56.75,61.50,14.29,59.42
