PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
043,0.00,0.00,0.00,0.00
25,59.31,65.85,80.00,62.90
26,68.11,71.56,33.33,69.85
27,65.31,71.01,0.00,68.25
28,40.12,53.76,50.00,48.12
29,60.67,65.80,88.89,63.51
30,60.86,65.98,50.00,63.65
31,58.37,66.63,75.00,63.02
32,65.76,70.06,50.00,68.09
33,58.82,68.38,66.67,64.22
34,58.14,67.01,100.0,63.17
35,60.49,65.76,100.0,63.67
36,69.25,74.36,50.00,71.91
37,70.90,75.02,100.0,73.10
38,61.88,69.73,50.00,66.28
39,51.78,59.65,50.00,56.29
40,50.53,63.21,42.86,58.09
41,56.07,65.13,0.00,60.98
42,60.41,67.40,83.33,64.27
43,68.62,72.22,40.00,70.48
44,64.98,74.44,0.00,70.06
45,61.37,69.32,100.0,65.56
46,61.03,70.92,0.00,66.58
47,65.16,75.57,0.00,70.67
48,69.05,73.25,75.00,71.27
49,52.56,62.89,100.0,58.69
50,62.76,67.93,66.67,65.62
51,66.02,73.10,50.00,69.85
52,68.13,73.46,60.00,70.91
53,62.86,70.22,80.00,66.90
54,47.89,56.95,50.00,53.11
55,72.95,74.97,100.0,74.03
56,63.73,71.58,50.00,68.00
57,64.58,69.54,50.00,67.17
58,69.06,72.44,100.0,70.86
59,58.43,64.27,100.0,61.62
60,67.00,71.72,100.0,69.56
61,61.27,67.67,80.00,64.93
62,72.21,75.49,0.00,73.89
88888,0.00,100.0,0.00,50.00
99999,0.00,0.00,0.00,0.00
TOTAL,61.45,68.07,67.50,65.09
