,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,46.26,54.29,,50.54
1,57.69,53.04,,55.1
2,59.68,58.95,,59.31
3,62.67,69.07,,65.94
4,71.32,72.6,,72.0
5,74.77,74.53,,74.65
6,76.04,79.11,,77.71
7,83.04,86.67,,85.02
8,83.81,80.05,,81.81
9,75.88,75.49,,75.68
