-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,186.0,198.0,0.0,18.0,6.0,0.0,3.0,0.0,0.0,27.0,17.0,0.0,8.0,11.0,3.0,1325.0,1271.0,0.0,289.0,198.0,3561.0
30-34,2.0,160.0,177.0,0.0,14.0,8.0,0.0,3.0,0.0,0.0,29.0,16.0,0.0,14.0,4.0,2.0,1395.0,1233.0,0.0,236.0,179.0,3472.0
35-39,0.0,172.0,147.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,30.0,29.0,0.0,9.0,4.0,3.0,1461.0,1226.0,1.0,271.0,173.0,3545.0
40-44,0.0,158.0,191.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,22.0,18.0,0.0,12.0,8.0,4.0,1411.0,1357.0,0.0,264.0,162.0,3621.0
45-49,1.0,137.0,161.0,0.0,11.0,5.0,0.0,0.0,2.0,0.0,29.0,32.0,0.0,13.0,6.0,2.0,1578.0,1396.0,0.0,255.0,212.0,3840.0
50-54,0.0,114.0,147.0,0.0,7.0,9.0,0.0,0.0,4.0,0.0,26.0,17.0,0.0,10.0,11.0,2.0,1570.0,1495.0,0.0,233.0,202.0,3847.0
55-59,0.0,109.0,89.0,0.0,7.0,4.0,0.0,2.0,2.0,0.0,17.0,12.0,0.0,9.0,2.0,4.0,1473.0,1386.0,0.0,232.0,190.0,3538.0
60-64,0.0,85.0,77.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,12.0,10.0,0.0,8.0,8.0,1.0,1187.0,1136.0,0.0,176.0,139.0,2849.0
65-OVER,2.0,146.0,131.0,0.0,6.0,4.0,0.0,3.0,3.0,0.0,14.0,11.0,0.0,14.0,8.0,2.0,2536.0,2309.0,0.0,326.0,259.0,5774.0
TOTAL,6.0,1267.0,1318.0,0.0,84.0,54.0,0.0,12.0,14.0,0.0,206.0,162.0,0.0,97.0,62.0,23.0,13936.0,12809.0,1.0,2282.0,1714.0,34047.0
