-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,1.0,51.0,44.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,14.0,12.0,0.0,5.0,8.0,0.0,576.0,572.0,0.0,577.0,410.0,2290.0
30-34,1.0,45.0,44.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,11.0,7.0,0.0,6.0,6.0,0.0,565.0,525.0,0.0,543.0,288.0,2049.0
35-39,0.0,48.0,45.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,7.0,4.0,0.0,6.0,7.0,1.0,725.0,577.0,1.0,530.0,324.0,2284.0
40-44,0.0,34.0,38.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,8.0,0.0,7.0,8.0,1.0,698.0,614.0,0.0,472.0,279.0,2172.0
45-49,1.0,47.0,37.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,5.0,7.0,0.0,782.0,756.0,0.0,464.0,318.0,2433.0
50-54,0.0,42.0,38.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,8.0,8.0,0.0,11.0,11.0,1.0,801.0,720.0,1.0,524.0,364.0,2539.0
55-59,0.0,37.0,43.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,7.0,8.0,0.0,13.0,9.0,0.0,852.0,779.0,0.0,481.0,390.0,2625.0
60-64,0.0,29.0,33.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,8.0,3.0,1.0,840.0,725.0,0.0,474.0,360.0,2489.0
65-OVER,0.0,68.0,65.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,9.0,9.0,0.0,14.0,19.0,0.0,2559.0,2080.0,0.0,990.0,663.0,6487.0
TOTAL,3.0,401.0,387.0,0.0,37.0,29.0,0.0,9.0,9.0,0.0,72.0,65.0,0.0,75.0,78.0,4.0,8398.0,7348.0,2.0,5055.0,3396.0,25368.0
