-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,17.0,29.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0,364.0,284.0,0.0,2.0,2.0,715.0
30-34,0.0,14.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,380.0,310.0,0.0,1.0,3.0,737.0
35-39,0.0,10.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,463.0,366.0,0.0,1.0,2.0,865.0
40-44,0.0,15.0,17.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0,504.0,428.0,0.0,2.0,2.0,982.0
45-49,0.0,13.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,613.0,578.0,0.0,4.0,4.0,1249.0
50-54,0.0,19.0,14.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,10.0,2.0,0.0,2.0,1.0,0.0,677.0,601.0,0.0,5.0,3.0,1342.0
55-59,0.0,18.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,3.0,1.0,0.0,763.0,669.0,0.0,7.0,3.0,1503.0
60-64,0.0,18.0,14.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,805.0,658.0,0.0,6.0,2.0,1515.0
65-OVER,0.0,26.0,53.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,15.0,7.0,0.0,1.0,3.0,0.0,2176.0,2155.0,0.0,14.0,10.0,4464.0
TOTAL,0.0,150.0,195.0,0.0,14.0,10.0,0.0,7.0,6.0,0.0,59.0,31.0,0.0,15.0,18.0,0.0,6745.0,6049.0,0.0,42.0,31.0,13372.0
