PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,8.57,5.56,0.00,7.04
99999,0.00,1.80,0.00,0.59
ALLGOOD ELEM,57.01,68.83,0.00,63.34
ASHFORD PARK ELEM,68.60,72.00,50.00,70.29
AUSTIN,76.34,79.85,0.00,78.15
AVONDALE,75.94,79.95,0.00,78.20
AUSTIN DRIVE,40.26,56.20,0.00,49.07
ASHFORD DUNWOODY RD,73.73,75.53,50.00,74.65
ASHFORD PARKSIDE,67.11,68.59,0.00,67.92
AVONDALE HIGH,61.40,67.28,0.00,64.76
BOULEVARD,59.68,69.38,0.00,64.91
BRIAR VISTA ELEM,59.49,58.54,0.00,59.01
BRIARLAKE ELEM,74.66,73.50,100.0,74.05
BRIARWOOD,58.76,62.19,0.00,60.44
BROCKETT ELEM,58.84,66.62,100.0,63.14
BRIARCLIFF,64.84,65.16,0.00,65.02
BROCKETT,60.98,65.96,0.00,63.71
BROOKHAVEN,64.43,67.84,0.00,66.18
BROWNS MILL ELEM,61.32,72.12,0.00,67.32
BOULDERCREST ROAD,56.60,68.35,0.00,62.98
BETHUNE MIDDLE,48.07,62.53,0.00,56.26
BURGESS ELEM,59.77,68.09,0.00,63.93
COLUMBIA DRIVE,43.44,54.98,33.33,49.84
CANBY LANE ELEM,49.64,66.06,0.00,58.92
COLUMBIA ELEM,34.63,50.10,0.00,43.32
CEDAR GROVE ELEM,51.63,68.55,0.00,61.22
CHAMBLEE,59.64,63.28,0.00,61.25
CANDLER-MURPHEY,57.23,68.43,0.00,63.82
CHAPEL HILL ELEM,56.27,69.73,0.00,64.06
CHESNUT ELEM,55.90,59.23,0.00,57.80
CLAIREMONT WEST,71.42,75.37,0.00,73.66
CLAIRMONT ROAD,53.97,59.23,0.00,56.95
CLARKSTON,39.71,49.74,37.50,45.27
CLIFTON,51.20,68.21,0.00,60.65
COLUMBIA MIDDLE,36.01,54.38,0.00,46.57
CROSS KEYS HIGH,57.36,60.98,0.00,59.23
CROSSROADS,52.66,66.47,0.00,60.27
CANDLER,38.58,54.88,0.00,47.70
CEDAR GROVE MIDDLE,40.10,53.11,0.00,47.44
CEDAR GROVE SOUTH,58.34,72.89,0.00,66.45
COVINGTON HWY,25.19,27.91,0.00,26.50
COVINGTON,33.25,43.31,0.00,38.38
CLAIREMONT EAST,74.44,75.86,100.0,75.24
CORALWOOD,73.45,75.00,0.00,74.29
CHAMBLEE 2,65.17,68.80,0.00,67.05
DORAVILLE NORTH,50.53,55.13,0.00,52.76
DORAVILLE SOUTH,58.54,60.97,0.00,59.78
DRESDEN ELEM,54.78,56.92,0.00,55.80
DUNAIRE ELEM,53.86,64.45,0.00,59.49
DUNWOODY,56.15,57.66,0.00,56.93
DUNWOODY HIGH,77.81,77.13,0.00,77.45
DRUID HILLS HIGH,51.51,53.65,38.46,52.64
DUNWOODY LIBRARY,74.83,79.29,0.00,77.16
EAST LAKE,54.30,65.98,0.00,60.74
EMBRY HILLS,66.46,70.81,0.00,68.74
EPWORTH,70.50,74.73,inf00,72.77
EVANSDALE ELEM,59.88,65.94,100.0,63.27
EMORY SOUTH,63.08,64.86,0.00,64.03
EMORY ROAD,50.15,51.16,100.0,50.82
FAIRINGTON ELEM,38.28,53.49,0.00,47.33
FERNBANK ELEM,74.57,78.22,0.00,76.43
FLAT SHOALS ELEM,43.46,61.58,0.00,53.57
FLAT SHOALS PARKWAY,58.04,70.64,0.00,65.23
FLAT ROCK ELEM,56.92,71.17,100.0,65.54
FLAT SHOALS,40.99,56.47,0.00,49.47
FLAKES MILL FIRE,52.59,70.76,0.00,63.08
FLAT SHOALS LIBRARY,38.63,56.98,0.00,49.47
FREEDOM MIDDLE,51.09,62.89,50.00,57.67
GLENNWOOD,63.97,62.87,50.00,63.26
GLENHAVEN,49.54,62.40,0.00,56.42
GRESHAM ROAD,50.82,63.55,0.00,57.83
GEORGETOWN SQ,52.13,55.39,0.00,53.95
GLENWOOD ROAD,42.36,57.17,0.00,51.11
HAMBRICK ELEM,50.75,58.76,25.00,55.17
HAWTHORNE ELEM,57.72,60.92,0.00,59.43
HENDERSON MILL ELEM,65.78,67.98,100.0,66.98
HUNTLEY HILLS ELEM,55.53,61.62,33.33,58.86
HUGH HOWELL,75.58,78.42,0.00,77.03
NARVIE J HARRIS ELEM,52.62,68.90,33.33,61.86
HARRIS-MARGARET,57.92,61.47,0.00,59.79
IDLEWOOD ELEM,51.84,63.08,0.00,57.99
INDIAN CREEK ELEM,39.30,48.21,12.50,43.71
JOHNSON ESTATES,72.57,78.43,0.00,75.50
JOLLY ELEM,47.70,53.59,100.0,50.86
KELLEY LAKE ELEM,43.47,59.88,0.00,52.69
KINGSLEY ELEM,75.37,76.42,50.00,75.92
KELLEY CHAPEL ROAD,58.07,72.68,0.00,65.93
KING-ML KING JR HIGH,64.68,73.40,0.00,69.58
KNOLLWOOD,44.44,62.92,0.00,54.78
KITTREDGE ELEM,73.68,74.76,0.00,74.25
