,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,37.05,38.89,,38.02
1,48.18,53.46,0.0,50.96
2,55.32,62.53,100.0,59.27
3,64.77,65.15,0.0,64.94
4,68.59,66.2,,67.37
5,67.35,67.56,100.0,67.47
6,68.91,71.52,,70.29
7,73.66,73.23,,73.43
8,74.79,71.27,100.0,72.9
9,63.72,64.23,60.0,63.99
