-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,115.0,114.0,1.0,120.0,112.0,479.0
30-34,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,111.0,0.0,143.0,92.0,491.0
35-39,0.0,6.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,94.0,0.0,113.0,94.0,434.0
40-44,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,107.0,0.0,107.0,76.0,421.0
45-49,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,154.0,121.0,0.0,124.0,83.0,495.0
50-54,0.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,180.0,163.0,0.0,136.0,119.0,614.0
55-59,0.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,162.0,180.0,0.0,146.0,128.0,630.0
60-64,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,190.0,166.0,0.0,138.0,95.0,602.0
65-OVER,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,491.0,436.0,0.0,299.0,179.0,1427.0
TOTAL,0.0,45.0,63.0,0.0,5.0,10.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,6.0,4.0,0.0,1656.0,1492.0,1.0,1326.0,978.0,5593.0
