PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SUGAR VALLEY,66.08,65.62,0.00,65.84
PLAINVILLE,59.93,61.33,100.0,60.69
SONORAVILLE,64.34,65.97,66.67,65.17
PINE CHAPEL,64.04,63.54,0.00,63.78
OOSTANAULA,65.66,67.83,0.00,66.78
OAKMAN,57.62,59.90,0.00,58.78
GORDON COUNTY,58.40,59.45,100.0,58.97
CALHOUN CITY,58.75,60.56,83.33,59.77
LILY POND,62.44,62.00,100.0,62.23
FAIRMOUNT,65.32,66.05,0.00,65.70
RED BUD,62.78,65.59,0.00,64.26
RESACA,64.74,64.18,0.00,64.45
99999,0.00,0.00,0.00,0.00
TOTAL,61.36,62.55,84.62,62.00
