AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,50,64.71,31.58,0,25,0,0,0,0,0,55.56,50,0,33.33,16.67,100,51.67,40.72,0,50.54,32.60,45.02
30-34,0,62.5,37.5,0,100,100,0,0,0,0,57.14,0,0,60,0,0,59.04,53.46,0,66.32,46.72,56.95
35-39,0,50,42.86,0,50,100,0,0,100,0,66.67,0,0,80,100,0,68.94,67.61,0,68.56,53.76,66.43
40-44,0,33.33,61.11,0,100,60,0,100,0,0,100,33.33,0,66.67,50,0,71.09,72.6,0,74.88,54.90,70.05
45-49,0,37.5,45.45,0,50,100,0,100,100,0,50,33.33,100,71.43,25,200,74.63,72.98,0,76.89,62.73,72.76
50-54,0,90,50,0,0,100,0,0,50,0,66.67,60,0,66.67,50,0,77.14,80.19,0,80.16,66.51,77.14
55-59,0,33.33,25,100,100,0,0,0,0,0,66.67,75,0,33.33,0,0,78.13,78.53,0,80.38,73.40,77.67
60-64,0,66.67,0,0,100,0,0,0,0,0,100,100,0,50,100,0,82.4,82.11,0,84.68,75.28,81.46
65-OVER,0,62.5,40,0,0,0,0,100,100,0,57.14,33.33,0,66.67,40,0,79.99,83.4,0,81.6,75.00,80.57
TOTAL,25.0,57.89,42.22,100.0,60.0,64.29,0,71.43,44.44,0,62.22,53.57,100.0,61.7,41.38,150.0,73.03,72.74,0.0,75.56,62.37,71.72
