,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,33.89,46.04,,40.43
1,30.27,55.88,,43.7
2,45.0,61.16,,53.96
3,38.29,59.55,,49.01
4,53.62,71.67,,63.18
5,62.1,74.09,,68.92
6,62.59,75.69,,69.35
7,67.03,77.3,,72.76
8,68.6,70.42,,69.59
9,56.03,67.61,,62.29
