,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,0.0,41.14,22.22,,33.33,37.6,38.46,38.39
1,50.0,50.0,33.33,,0.0,50.66,45.0,49.63
2,50.0,52.25,33.33,0.0,50.0,57.5,14.29,53.89
3,100.0,57.41,36.36,100.0,,61.5,50.0,59.34
4,50.0,67.77,85.71,,50.0,57.03,41.18,59.95
5,33.33,70.48,85.71,,60.0,65.26,40.0,66.22
6,66.67,71.08,25.0,100.0,66.67,60.74,41.18,63.29
7,0.0,76.15,100.0,,50.0,68.06,50.0,69.98
8,37.5,73.23,33.33,100.0,,72.82,72.73,72.29
9,43.33,63.33,44.78,75.0,50.0,61.9,46.56,61.49
