AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,704.0,0.0,13.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,264.0,215.0,0.0,129.0,45.0
30-34,722.0,0.0,12.0,10.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,270.0,249.0,0.0,123.0,41.0
35-39,847.0,1.0,19.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,2.0,1.0,0.0,343.0,252.0,0.0,152.0,52.0
40-44,859.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,352.0,272.0,0.0,143.0,63.0
45-49,1054.0,0.0,9.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,2.0,1.0,411.0,402.0,0.0,130.0,71.0
50-54,1129.0,0.0,9.0,13.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,438.0,379.0,0.0,189.0,89.0
55-59,1272.0,0.0,18.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,514.0,417.0,0.0,187.0,109.0
60-64,1363.0,0.0,15.0,10.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,525.0,504.0,0.0,182.0,114.0
65-OVER,3602.0,1.0,19.0,24.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,4.0,2.0,1566.0,1287.0,0.0,438.0,241.0
TOTAL,11552.0,2.0,123.0,129.0,0.0,20.0,12.0,0.0,1.0,7.0,0.0,34.0,23.0,0.0,17.0,21.0,5.0,4683.0,3977.0,0.0,1673.0,825.0
