,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,32.15,38.49,0.0,35.52
1,41.65,48.75,,45.67
2,53.06,57.99,,55.73
3,56.43,58.53,0.0,57.54
4,60.83,62.05,,61.46
5,63.81,64.49,,64.17
6,68.62,70.34,50.0,69.51
7,71.7,72.39,,72.07
8,74.45,68.67,20.0,71.26
9,61.62,61.99,22.22,61.79
