PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1,61.88,63.47,0.00,62.74
2,57.89,62.80,100.0,60.66
3,40.64,55.45,0.00,49.47
4,62.97,65.14,0.00,64.13
5,63.11,57.49,0.00,60.20
99999,0.00,0.00,0.00,0.00
TOTAL,57.73,60.77,50.00,59.39
