,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,,40.55,,,33.33,41.79,30.77,40.43
1,,41.79,0.0,0.0,0.0,56.41,66.67,43.7
2,50.0,55.2,,,,45.0,50.0,53.96
3,,47.12,,,0.0,60.32,36.36,49.01
4,0.0,65.15,,,100.0,61.86,20.0,63.18
5,50.0,67.26,0.0,,66.67,77.57,64.29,68.92
6,,69.12,75.0,,33.33,70.68,70.0,69.35
7,,70.6,,,0.0,77.72,73.33,72.76
8,,67.68,57.14,100.0,66.67,73.51,55.17,69.59
9,33.33,60.22,53.85,50.0,43.75,69.77,53.08,62.29
