,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,46.92,51.6,50.0,49.4
1,58.91,60.8,,59.88
2,63.75,65.56,100.0,64.77
3,69.22,70.55,100.0,69.93
4,70.55,73.11,,71.83
5,73.06,75.12,75.0,74.12
6,75.65,78.61,100.0,77.26
7,79.55,80.67,,80.14
8,81.88,80.05,100.0,80.94
9,72.1,73.22,83.33,72.7
