PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ELLIJAY SOUTH,64.31,64.93,100.0,64.64
CARTECAY,70.93,71.56,100.0,71.28
TAILS CREEK,60.16,61.94,0.00,61.04
TOWN CREEK,66.60,66.35,100.0,66.53
LEACHES,63.08,65.35,66.67,64.25
CHERRY LOG,68.29,74.58,0.00,71.36
BOARDTOWN,76.08,72.35,100.0,74.20
MOUNTAINTOWN,70.77,68.36,0.00,69.52
EAST ELLIJAY,65.09,68.38,0.00,66.84
ELLIJAY NORTH,63.30,63.60,0.00,63.42
YUKON,65.49,71.30,0.00,68.33
BIG CREEK,71.18,71.79,0.00,71.48
ELLIJAY NORTHEAST,73.18,75.66,0.00,74.47
TOTAL,67.01,68.24,70.00,67.65
