AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,49.38,30.95,0.00,20.00,49.24,35.48,44.71
25-29,0.00,40.00,50.00,0.00,100.0,41.76,12.50,41.65
30-34,0.00,28.81,56.25,150.0,0.00,52.30,40.00,48.60
35-39,0.00,40.00,53.33,0.00,0.00,59.34,75.00,54.60
40-44,0.00,60.00,33.33,100.0,100.0,58.57,20.00,56.93
45-49,0.00,61.54,53.33,0.00,0.00,67.13,25.00,65.15
50-54,0.00,62.64,66.67,0.00,0.00,63.73,20.00,62.86
55-59,0.00,62.16,36.36,0.00,0.00,65.74,25.00,63.46
60-64,0.00,70.89,42.86,0.00,0.00,78.79,100.0,75.91
65-OVER,50.00,63.93,66.67,0.00,0.00,70.43,22.22,68.72
TOTAL,50.00,55.19,42.20,80.00,30.77,62.54,34.18,59.42
