AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,647.0,0.0,24.0,43.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,16.0,35.0,0.0,7.0,10.0,0.0,154.0,178.0,1.0,73.0,80.0
30-34,651.0,0.0,29.0,26.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,24.0,23.0,0.0,10.0,4.0,0.0,179.0,194.0,0.0,93.0,62.0
35-39,505.0,0.0,13.0,17.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,23.0,12.0,0.0,8.0,3.0,0.0,157.0,130.0,0.0,74.0,54.0
40-44,452.0,0.0,20.0,3.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,9.0,12.0,0.0,3.0,5.0,0.0,144.0,116.0,0.0,75.0,54.0
45-49,378.0,0.0,13.0,14.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,12.0,8.0,0.0,1.0,2.0,0.0,118.0,85.0,0.0,65.0,50.0
50-54,315.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,99.0,100.0,0.0,56.0,36.0
55-59,249.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,94.0,62.0,0.0,44.0,32.0
60-64,213.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,78.0,63.0,0.0,31.0,31.0
65-OVER,408.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,143.0,133.0,0.0,64.0,45.0
TOTAL,3818.0,0.0,117.0,120.0,0.0,36.0,34.0,0.0,4.0,0.0,0.0,98.0,98.0,0.0,35.0,29.0,0.0,1166.0,1061.0,1.0,575.0,444.0
