PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
HAZLEHURST,0.00,49.31,37.84,0.00,20.00,54.94,20.00,50.83
ALTAMAHA 1,0.00,56.41,52.94,0.00,0.00,67.23,33.33,65.47
ALTAMAHA 2,60.00,44.44,30.77,0.00,75.00,73.77,73.68,73.04
BLACKBURN 1,33.33,47.50,20.41,0.00,0.00,52.94,23.53,49.13
BLACKBURN 2,0.00,62.50,75.00,0.00,0.00,67.07,53.85,66.71
WHITEHEAD 1,100.0,44.68,35.90,0.00,33.33,61.68,33.33,57.65
WHITEHEAD 2,0.00,37.50,57.14,0.00,50.00,66.72,75.00,65.22
OCMULGEE 1,25.00,36.36,57.89,50.00,33.33,70.26,35.29,65.08
OCMULGEE 2,0.00,57.65,100.0,0.00,0.00,66.20,12.50,63.60
TOTAL,46.67,47.54,38.34,20.00,28.57,65.48,38.31,61.35
