PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
RECOVERY,0.0,54.55,53.85,0.0,75.0,70.22,47.22,67.49
KENDRICK,0.0,48.7,44.44,0.0,100.0,61.68,43.48,58.31
CLIMAX,75.0,55.19,18.18,0.0,80.0,69.36,28.57,64.79
BRINSON,0.0,51.01,33.33,0.0,66.67,66.98,58.82,62.88
WEST BAINBRIDGE,28.57,50.05,31.43,0.0,16.67,62.33,48.61,55.57
BAINBRIDGE-COLISEUM,37.14,53.37,47.06,50.0,43.75,67.03,47.65,61.28
BDGE-FAIRGROUNDS,45.45,47.58,33.33,0.0,45.45,64.18,37.9,54.37
ATTAPULGUS,100.0,60.55,53.33,0.0,25.0,67.19,35.53,61.63
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,42.37,52.43,42.79,30.0,48.15,66.13,43.44,59.56
