PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COB,71.43,66.86,55.88,0.00,36.36,73.47,53.66,71.01
COL,28.57,40.00,0.00,100.0,0.00,67.21,45.71,65.22
COM,35.29,55.45,60.00,0.00,50.00,73.06,58.93,68.15
DAN,54.55,71.70,71.43,0.00,38.46,70.79,57.93,69.78
FOR,50.00,63.64,100.0,100.0,50.00,67.07,58.06,65.77
HAR,40.00,33.33,80.00,0.00,0.00,71.66,57.58,70.22
HUL,71.43,57.17,47.89,0.00,70.59,66.83,48.99,63.52
ILA,16.67,44.44,87.50,100.0,66.67,71.52,50.63,69.87
MIL,100.0,66.67,66.67,100.0,75.00,71.57,57.95,70.73
PAO,50.00,0.00,0.00,0.00,100.0,75.23,33.33,71.73
PIT,53.85,54.93,36.36,0.00,50.00,75.06,54.05,72.41
POC,55.56,70.21,66.67,0.00,75.00,70.35,45.76,68.74
TOTAL,50.00,60.27,56.47,55.56,56.52,71.02,53.12,68.62
