AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,68.48,45.28,64.05,77.27,65.66,70.87,58.41,63.15
25-29,28.52,36.44,42.48,42.86,34.1,42.75,40.7,40.61
30-34,32.8,45.09,45.45,100.0,38.21,43.02,37.42,42.42
35-39,45.45,49.05,45.0,66.67,54.26,52.46,49.29,50.93
40-44,45.33,55.81,53.1,0.0,49.32,60.36,47.57,57.09
45-49,56.67,59.6,56.8,100.0,65.96,67.16,53.09,63.05
50-54,55.36,62.25,65.77,50.0,57.78,70.46,55.21,65.78
55-59,61.19,64.05,66.67,0.0,58.49,75.62,57.69,69.47
60-64,56.1,69.63,56.25,100.0,56.41,78.67,59.76,74.04
65-OVER,66.04,70.54,66.25,100.0,63.46,78.94,64.36,76.06
TOTAL,54.91,54.23,55.97,73.33,52.5,62.83,49.65,58.71
