,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,33.33,34.78,0.0,,0.0,47.89,21.05,41.43
1,0.0,42.97,,,0.0,50.81,42.86,47.46
2,100.0,49.26,33.33,,,58.02,44.44,54.59
3,100.0,45.56,66.67,,100.0,64.54,33.33,59.9
4,50.0,61.82,66.67,,50.0,66.57,50.0,64.85
5,,62.16,100.0,,50.0,77.37,71.43,72.75
6,0.0,63.33,100.0,,0.0,77.5,70.0,72.25
7,0.0,72.19,100.0,,33.33,78.02,33.33,74.95
8,33.33,62.1,100.0,,80.0,77.65,75.0,74.31
9,34.78,56.21,66.67,,44.44,70.2,49.02,65.66
