AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,36.84,16.67,0.00,0.00,66.83,45.45,58.25
25-29,0.00,39.22,33.33,0.00,33.33,50.65,80.00,47.95
30-34,0.00,39.58,50.00,0.00,0.00,66.46,125.0,60.27
35-39,0.00,55.00,100.0,0.00,0.00,75.84,33.33,70.93
40-44,75.00,47.73,66.67,0.00,0.00,73.33,40.00,67.86
45-49,40.00,70.83,66.67,0.00,0.00,80.08,0.00,77.35
50-54,0.00,62.26,0.00,0.00,100.0,68.87,100.0,68.03
55-59,0.00,76.27,100.0,0.00,0.00,74.12,66.67,74.36
60-64,0.00,68.18,0.00,0.00,0.00,82.09,100.0,78.33
65-OVER,66.67,67.81,100.0,0.00,0.00,81.69,66.67,78.08
TOTAL,43.75,58.31,50.00,0.00,23.08,73.43,61.36,69.43
