AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,648.0,0.0,10.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,82.0,84.0,0.0,249.0,204.0
30-34,485.0,0.0,9.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,70.0,58.0,2.0,196.0,134.0
35-39,492.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,69.0,65.0,0.0,216.0,117.0
40-44,414.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,71.0,0.0,140.0,128.0
45-49,489.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,92.0,80.0,0.0,169.0,122.0
50-54,612.0,0.0,10.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,115.0,113.0,0.0,210.0,149.0
55-59,634.0,0.0,11.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,130.0,118.0,0.0,215.0,142.0
60-64,616.0,1.0,9.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,139.0,126.0,0.0,185.0,144.0
65-OVER,1593.0,0.0,14.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,475.0,415.0,0.0,419.0,250.0
TOTAL,5983.0,1.0,90.0,80.0,0.0,10.0,13.0,0.0,0.0,1.0,0.0,12.0,9.0,0.0,8.0,7.0,0.0,1231.0,1130.0,2.0,1999.0,1390.0
