,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,36.35,48.31,0.0,42.75
1,39.93,53.69,0.0,47.02
2,52.64,58.77,,56.05
3,52.13,69.51,,61.51
4,63.68,72.38,,68.21
5,63.71,72.69,0.0,68.46
6,69.0,75.9,100.0,72.63
7,74.19,77.78,0.0,76.05
8,71.77,70.96,0.0,71.29
9,60.89,67.71,16.67,64.56
