,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,,39.22,33.33,,33.33,50.65,80.0,47.95
1,0.0,39.58,50.0,,0.0,66.46,125.0,60.27
2,,55.0,100.0,,0.0,75.84,33.33,70.93
3,75.0,47.73,66.67,,0.0,73.33,40.0,67.86
4,40.0,70.83,66.67,,0.0,80.08,0.0,77.35
5,,62.26,,,100.0,68.87,100.0,68.03
6,0.0,76.27,100.0,,,74.12,66.67,74.36
7,,68.18,,,0.0,82.09,100.0,78.33
8,66.67,67.81,100.0,,,81.69,66.67,78.08
9,50.0,60.6,61.11,,25.0,74.15,66.67,70.7
