,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,41.88,41.87,,41.88
1,45.43,51.76,,48.87
2,56.81,54.01,100.0,55.31
3,64.1,62.26,100.0,63.16
4,66.14,65.52,0.0,65.73
5,64.13,64.02,100.0,64.11
6,68.77,65.24,,66.99
7,73.15,73.87,,73.53
8,74.13,70.18,0.0,71.88
9,63.7,62.35,42.86,62.96
