,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,38.5,43.96,0.0,41.37
1,45.79,51.85,0.0,48.81
2,63.29,65.11,,64.25
3,69.28,68.09,,68.63
4,69.23,70.75,,70.04
5,70.34,70.24,,70.29
6,71.4,77.25,0.0,74.42
7,77.63,76.85,100.0,77.22
8,81.72,80.16,,80.89
9,70.98,71.89,20.0,71.44
