,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,0.0,28.08,61.54,,25.0,46.34,39.66,41.39
1,0.0,43.06,30.0,,0.0,52.28,48.08,49.55
2,37.5,51.01,50.0,0.0,0.0,63.62,48.65,59.9
3,45.45,57.27,22.22,0.0,100.0,64.63,75.0,62.9
4,12.5,63.52,30.0,,100.0,71.71,48.65,68.72
5,50.0,64.42,66.67,,,72.49,54.35,70.2
6,46.15,66.67,83.33,,60.0,75.72,63.16,73.69
7,43.75,72.07,80.0,,0.0,79.39,67.31,77.49
8,34.78,71.55,100.0,100.0,57.14,75.94,70.37,75.17
9,34.31,58.18,54.55,25.0,42.86,70.32,58.55,67.58
