PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BYROMVILLE,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,109.0,104.0,0.0,129.0,78.0,435.0
UNADILLA,2.0,16.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,259.0,252.0,0.0,308.0,148.0,1007.0
VIENNA,0.0,14.0,7.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,4.0,2.0,0.0,450.0,407.0,0.0,486.0,251.0,1635.0
PINEHURST,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,127.0,122.0,0.0,56.0,33.0,350.0
TOTAL,2.0,39.0,23.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,13.0,6.0,0.0,6.0,4.0,0.0,945.0,885.0,0.0,979.0,510.0,3427.0
