,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,42.0,40.79,45.38,33.33,41.07,50.75,40.06,47.43
1,48.33,55.39,51.87,50.0,53.06,60.96,52.78,58.63
2,43.4,64.86,62.13,66.67,50.96,66.33,58.58,64.8
3,66.27,69.28,63.08,42.86,60.58,70.83,63.52,69.42
4,56.06,71.28,64.4,50.0,58.33,73.87,62.83,72.07
5,68.18,74.76,66.49,20.0,72.97,75.5,63.05,74.2
6,70.27,73.33,69.42,100.0,70.59,76.38,63.48,74.81
7,58.62,74.25,68.29,50.0,74.14,77.83,63.25,76.08
8,59.18,70.76,60.48,42.86,61.82,76.67,67.49,75.14
9,56.69,66.15,60.22,44.74,58.65,70.67,58.58,68.45
