AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1656.0,1.0,115.0,97.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,5.0,8.0,0.0,571.0,485.0,0.0,180.0,149.0
30-34,1352.0,0.0,76.0,57.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1.0,1.0,0.0,503.0,403.0,0.0,170.0,107.0
35-39,1325.0,0.0,55.0,51.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,3.0,0.0,526.0,407.0,0.0,180.0,77.0
40-44,1324.0,0.0,55.0,56.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,2.0,0.0,0.0,541.0,412.0,0.0,143.0,81.0
45-49,1506.0,0.0,46.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,4.0,0.0,612.0,538.0,0.0,148.0,84.0
50-54,1488.0,0.0,64.0,62.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,1.0,1.0,0.0,614.0,499.0,0.0,141.0,80.0
55-59,1494.0,0.0,44.0,44.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,2.0,1.0,586.0,520.0,0.0,156.0,118.0
60-64,1423.0,0.0,26.0,26.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,4.0,0.0,585.0,546.0,0.0,129.0,89.0
65-OVER,3840.0,0.0,80.0,79.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,6.0,4.0,1.0,1709.0,1479.0,0.0,283.0,181.0
TOTAL,15408.0,1.0,561.0,527.0,0.0,36.0,34.0,0.0,2.0,3.0,0.0,80.0,75.0,0.0,28.0,27.0,2.0,6247.0,5289.0,0.0,1530.0,966.0
