PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
DIRTSELLER,0.0,60.0,0.0,0.0,0.0,67.44,54.55,66.49
HAYWOOD,0.0,0.0,0.0,0.0,0.0,72.52,57.14,69.48
LYERLY,0.0,46.94,0.0,0.0,80.0,64.52,46.25,61.99
TRION,61.54,44.44,23.33,0.0,22.22,59.43,41.73,57.07
SUMMERVILLE,30.77,54.04,47.62,33.33,41.94,60.11,41.3,57.62
TELOGA,100.0,0.0,100.0,0.0,0.0,69.94,56.67,69.32
DIRTTOWN,100.0,60.56,0.0,0.0,50.0,72.69,50.85,69.89
SEMINOLE,0.0,44.44,0.0,0.0,0.0,69.23,45.45,65.22
SUBLIGNA,80.0,0.0,0.0,0.0,25.0,75.74,50.0,73.17
ALPINE,0.0,70.59,0.0,0.0,0.0,70.8,32.65,68.47
CLOUDLAND,0.0,0.0,100.0,0.0,0.0,70.41,48.39,68.2
PENNVILLE,20.0,38.1,33.33,0.0,0.0,54.91,36.54,52.11
TOTAL,50.0,53.41,30.93,16.67,37.5,63.06,43.17,60.49
