,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,41.54,51.36,44.9,46.77
1,50.08,57.83,58.14,54.34
2,57.41,65.04,58.67,61.64
3,63.82,70.45,66.67,67.46
4,68.96,73.65,60.71,71.44
5,70.96,75.9,66.67,73.61
6,74.84,77.09,53.19,76.02
7,76.65,78.57,58.82,77.67
8,79.28,76.99,45.45,77.97
9,65.4,69.87,55.65,67.81
