AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,885.0,0.0,44.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,1.0,2.0,0.0,405.0,345.0,0.0,13.0,3.0
30-34,922.0,0.0,29.0,27.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,10.0,9.0,0.0,3.0,7.0,1.0,441.0,376.0,0.0,8.0,7.0
35-39,1060.0,0.0,31.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,5.0,1.0,0.0,523.0,442.0,0.0,9.0,7.0
40-44,1210.0,0.0,32.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,3.0,5.0,0.0,595.0,513.0,0.0,12.0,6.0
45-49,1387.0,0.0,27.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,6.0,6.0,0.0,670.0,593.0,0.0,13.0,9.0
50-54,1493.0,0.0,22.0,24.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,5.0,3.0,0.0,760.0,631.0,0.0,16.0,11.0
55-59,1619.0,0.0,39.0,35.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,3.0,0.0,796.0,701.0,0.0,12.0,11.0
60-64,1701.0,0.0,27.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,4.0,6.0,0.0,861.0,737.0,0.0,16.0,7.0
65-OVER,5015.0,2.0,54.0,74.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,8.0,9.0,0.0,11.0,10.0,2.0,2492.0,2298.0,0.0,29.0,19.0
TOTAL,15292.0,2.0,305.0,281.0,0.0,15.0,15.0,0.0,1.0,1.0,0.0,95.0,103.0,0.0,41.0,43.0,3.0,7543.0,6636.0,0.0,128.0,80.0
