,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,35.62,59.28,,48.24
1,36.29,57.97,,47.71
2,49.53,68.75,,60.56
3,50.5,69.29,,60.96
4,58.91,75.62,,68.17
5,65.54,73.86,,70.06
6,65.92,75.9,,71.12
7,69.54,78.01,,74.27
8,75.37,73.25,,74.16
9,60.56,71.25,,66.47
