AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,13268.0,8.0,717.0,819.0,0.0,110.0,87.0,0.0,9.0,7.0,0.0,290.0,234.0,0.0,80.0,44.0,2.0,5233.0,4793.0,0.0,440.0,395.0
30-34,13163.0,3.0,692.0,659.0,1.0,84.0,76.0,0.0,9.0,5.0,0.0,273.0,186.0,0.0,89.0,64.0,2.0,5379.0,4808.0,0.0,473.0,360.0
35-39,14427.0,3.0,659.0,648.0,1.0,90.0,79.0,0.0,6.0,5.0,0.0,349.0,222.0,0.0,109.0,87.0,1.0,5997.0,5155.0,0.0,602.0,414.0
40-44,15962.0,3.0,548.0,662.0,0.0,80.0,72.0,0.0,8.0,8.0,0.0,337.0,246.0,1.0,140.0,90.0,4.0,6610.0,6010.0,0.0,675.0,468.0
45-49,17778.0,2.0,568.0,638.0,0.0,90.0,72.0,0.0,3.0,8.0,1.0,270.0,276.0,0.0,129.0,115.0,1.0,7489.0,6951.0,1.0,658.0,506.0
50-54,16405.0,2.0,467.0,550.0,1.0,69.0,84.0,0.0,5.0,3.0,0.0,214.0,213.0,0.0,82.0,46.0,2.0,7052.0,6651.0,0.0,534.0,430.0
55-59,15268.0,1.0,410.0,491.0,1.0,52.0,53.0,0.0,3.0,5.0,1.0,150.0,149.0,0.0,60.0,67.0,1.0,6894.0,6219.0,0.0,387.0,324.0
60-64,12542.0,1.0,376.0,312.0,0.0,47.0,61.0,0.0,0.0,3.0,0.0,109.0,118.0,0.0,56.0,44.0,1.0,5820.0,5113.0,0.0,261.0,220.0
65-OVER,29716.0,7.0,1062.0,913.0,0.0,89.0,99.0,0.0,5.0,5.0,0.0,219.0,142.0,0.0,115.0,86.0,4.0,14160.0,12056.0,0.0,451.0,303.0
TOTAL,148529.0,30.0,5499.0,5692.0,4.0,711.0,683.0,0.0,48.0,49.0,2.0,2211.0,1786.0,1.0,860.0,643.0,18.0,64634.0,57756.0,1.0,4481.0,3420.0
