AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,1874.0,2.0,41.0,40.0,1.0,9.0,6.0,0.0,1.0,0.0,0.0,14.0,13.0,0.0,14.0,7.0,2.0,728.0,672.0,1.0,191.0,132.0
30-34,1877.0,2.0,57.0,45.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,8.0,6.0,2.0,732.0,641.0,1.0,212.0,124.0
35-39,2175.0,2.0,54.0,72.0,0.0,9.0,6.0,0.0,1.0,1.0,0.0,24.0,14.0,0.0,19.0,6.0,1.0,852.0,704.0,2.0,250.0,158.0
40-44,2200.0,1.0,51.0,59.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,15.0,13.0,0.0,17.0,11.0,1.0,856.0,733.0,0.0,260.0,172.0
45-49,2380.0,1.0,61.0,48.0,0.0,9.0,7.0,0.0,1.0,2.0,0.0,16.0,5.0,0.0,19.0,20.0,2.0,922.0,834.0,1.0,242.0,190.0
50-54,2056.0,0.0,37.0,39.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,8.0,10.0,1.0,858.0,743.0,0.0,184.0,144.0
55-59,2041.0,0.0,44.0,41.0,0.0,5.0,10.0,0.0,1.0,1.0,0.0,9.0,4.0,0.0,7.0,14.0,0.0,855.0,739.0,1.0,173.0,137.0
60-64,1762.0,0.0,23.0,28.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,9.0,5.0,1.0,727.0,699.0,1.0,136.0,117.0
65-OVER,3443.0,0.0,46.0,42.0,0.0,4.0,10.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,8.0,7.0,0.0,1476.0,1375.0,0.0,264.0,199.0
TOTAL,19808.0,8.0,414.0,414.0,2.0,64.0,60.0,0.0,5.0,6.0,0.0,120.0,72.0,0.0,109.0,86.0,10.0,8006.0,7140.0,7.0,1912.0,1373.0
