PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CHAUN,0.00,55.29,0.00,0.00,0.00,71.23,44.44,66.24
CLARK,0.00,0.00,0.00,0.00,0.00,61.29,100.0,60.42
EDDIN,0.00,65.17,0.00,100.0,0.00,67.16,32.43,65.17
EMPIR,0.00,34.78,0.00,0.00,0.00,61.96,41.67,59.68
JAYBI,0.00,69.57,0.00,0.00,0.00,65.22,42.86,65.58
JONES,0.00,50.00,75.00,0.00,0.00,67.24,57.14,66.15
LEE,52.63,50.51,42.31,50.00,28.57,65.12,38.30,58.89
MCCRA,0.00,60.00,0.00,0.00,0.00,74.79,75.00,72.05
MILAN,0.00,35.19,0.00,0.00,0.00,73.48,16.67,65.64
MITCH,100.0,55.56,100.0,0.00,0.00,70.92,33.33,67.51
MULLI,100.0,47.15,66.67,0.00,0.00,69.55,28.57,63.29
PLAIN,0.00,62.16,50.00,0.00,100.0,73.45,60.00,71.71
PONDT,25.00,55.41,0.00,0.00,0.00,77.80,36.36,71.35
RAWLI,60.00,59.77,71.43,0.00,0.00,66.18,63.64,64.50
VILUL,0.00,20.00,0.00,0.00,0.00,81.88,33.33,75.45
YONKE,0.00,55.56,0.00,0.00,0.00,66.02,57.14,64.66
TOTAL,47.06,53.15,43.64,60.00,20.83,68.03,41.97,63.24
