-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,56.74,48.46,0,51.02,35.29,49.33
30-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,56.49,68.75,0,61.96,20.75,55.98
35-39,0,33.33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,69.05,76.27,0,63.74,48.98,66.92
40-44,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.04,78.57,0,63.01,37.50,69.48
45-49,0,66.67,0,0,0,0,0,0,0,0,0,0,0,100,100,0,80.27,80,0,77.94,51.06,76.28
50-54,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.95,74.16,0,76.92,57.75,74.71
55-59,0,50,66.67,0,0,0,0,0,0,0,0,0,0,100,0,0,82.45,78.43,0,76.47,62.20,76.68
60-64,0,50,40,0,0,100,0,0,0,0,0,0,0,0,100,0,85.9,78.79,0,76.77,61.84,77.62
TOTAL,0,62.5,39.29,0,0.0,100.0,0,0,0,0,0.0,0.0,0,60.0,85.71,0,73.79,74.43,0,68.4,52.22,69.98
