PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
AIR ACRES,68.65,71.92,100.0,70.37
ARNOLD MILL,72.37,73.97,0.00,73.19
AVERY,73.17,75.95,0.00,74.56
BALL GROUND,73.34,72.99,100.0,73.17
BASCOMB,66.68,69.78,100.0,68.32
BELLS,63.55,67.90,100.0,65.83
BOOTH,68.90,71.53,0.00,70.24
BRADSHAW,74.34,77.12,100.0,75.80
BRIDGEMILL,68.13,71.41,75.00,69.85
CANTON,59.66,64.27,120.0,62.22
CARMEL,55.92,61.01,60.00,58.67
WOODSTOCK,60.05,65.31,50.00,63.00
CLAYTON,71.99,74.22,100.0,73.17
CONNS CREEK,66.38,74.72,0.00,70.62
DEER RUN,68.16,70.01,0.00,69.14
DIXIE,59.41,62.54,100.0,61.09
FREEHOME,71.80,74.31,83.33,73.08
HICKORY FLAT,70.12,73.70,100.0,72.02
HIGHTOWER,73.04,74.25,100.0,73.68
HILLSIDE,69.75,74.05,50.00,71.93
HOLLY SPRINGS,62.75,64.43,50.00,63.60
KELLOGG,60.23,65.44,50.00,62.99
LIBERTY,61.41,66.25,66.67,64.06
LITTLE RIVER,69.28,72.01,33.33,70.76
MACEDONIA,73.22,74.52,100.0,73.91
MOUNTAIN ROAD,69.41,74.09,0.00,71.80
OAK GROVE,62.19,66.65,0.00,64.51
R M MOORE,71.30,71.96,0.00,71.62
R T JONES,58.11,60.91,0.00,59.60
ROSECREEK,71.30,73.22,100.0,72.36
SALACOA,66.88,72.70,0.00,69.76
SIXES,73.96,75.33,75.00,74.66
SUTALLEE,70.50,72.12,0.00,71.32
TEASLEY,66.03,69.27,66.67,67.74
TOONIGH,69.40,70.11,100.0,69.80
UNION HILL,74.78,74.80,66.67,74.77
UNIVETER,67.82,70.32,25.00,69.08
VICTORIA,65.28,68.69,100.0,67.04
WALESKA,71.13,71.79,100.0,71.48
WILDCAT,67.87,68.71,66.67,68.31
WOODLANDS,64.76,70.97,0.00,68.00
NEESE,63.99,68.12,85.71,66.23
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,67.12,70.02,73.95,68.65
