PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,0.00,60.00,100.0,0.00,100.0,75.21,40.00,72.21
02,41.67,51.25,25.00,0.00,26.67,65.17,44.44,60.35
03,25.00,60.34,0.00,0.00,100.0,57.99,39.13,58.76
04,0.00,56.73,0.00,0.00,100.0,67.55,58.33,63.52
05,100.0,54.40,100.0,100.0,75.00,68.55,45.88,60.38
06,50.00,62.67,25.00,0.00,20.00,64.30,44.44,62.17
07,100.0,56.72,33.33,25.00,55.56,64.29,40.11,59.62
08,66.67,60.59,33.33,0.00,33.33,68.96,48.67,64.21
09,0.00,59.15,100.0,0.00,0.00,70.13,40.00,67.27
10,100.0,59.07,0.00,0.00,75.00,71.66,50.67,64.49
11,80.00,58.77,0.00,0.00,66.67,70.61,46.15,66.56
12,0.00,55.25,66.67,0.00,100.0,69.61,47.37,63.96
13,100.0,53.33,100.0,100.0,0.00,72.98,45.71,68.83
14,0.00,66.67,100.0,100.0,100.0,75.65,50.00,74.53
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,56.67,57.67,43.33,44.44,54.72,68.01,44.85,62.74
