,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,40.69,49.52,66.67,45.4
1,53.4,60.18,50.0,57.14
2,62.37,67.24,0.0,65.02
3,65.95,70.99,50.0,68.69
4,69.09,74.68,100.0,72.1
5,70.1,74.75,0.0,72.54
6,73.79,76.3,50.0,75.07
7,78.64,78.25,,78.44
8,78.24,74.53,75.0,76.18
9,67.46,70.38,60.0,69.03
