,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,42.31,48.82,,45.66
1,53.66,55.4,,54.59
2,59.84,62.19,,61.13
3,64.17,65.38,,64.82
4,69.54,70.61,,70.09
5,70.78,72.35,,71.61
6,75.29,75.24,,75.26
7,76.12,77.41,,76.83
8,79.99,75.12,,77.47
9,69.62,69.44,,69.53
