-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,0.0,7.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,163.0,140.0,0.0,99.0,34.0,458.0
30-34,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,171.0,145.0,0.0,86.0,31.0,454.0
35-39,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,180.0,168.0,0.0,97.0,39.0,508.0
40-44,0.0,8.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,206.0,196.0,0.0,85.0,50.0,557.0
45-49,0.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,264.0,224.0,0.0,102.0,60.0,675.0
50-54,0.0,7.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,295.0,263.0,0.0,133.0,60.0,772.0
55-59,0.0,8.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,307.0,279.0,0.0,138.0,92.0,840.0
60-64,0.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,339.0,287.0,0.0,149.0,92.0,886.0
65-OVER,0.0,14.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1041.0,902.0,0.0,285.0,182.0,2461.0
TOTAL,1.0,69.0,81.0,0.0,9.0,6.0,0.0,2.0,0.0,0.0,17.0,25.0,0.0,9.0,8.0,0.0,2966.0,2604.0,0.0,1174.0,640.0,7611.0
